5.385,2.521
5.55,2.092
5.759,2.453
6.064,2.62
6.009,2.273
6.161,2.036
6.536,2.3
3.884,1.3
4.05,1.286
3.828,0.55
4.078,0.759
4.064,0.967
3.828,0.981
3.564,0.634
3.259,0.509
3.37,0.37
2.12,0.786
0.981,0.55
1.314,0.384
1.259,0.064
0.217,0.356
0.328,0.592
0.217,0.856
1.606,1.953
2.411,1.564
2.981,3.939
2.578,5.814
2.759,6.661
2.023,6.689
1.12,6.453
3.439,8.967
2.536,9.523
2.425,9.925
2.064,10.328
1.648,10.773
2.175,10.675
0.273,10.773
0.592,10.786
2.884,10.05
3.134,10.175
3.911,9.981
4.578,10.259
5.092,10.106
4.981,9.911
4.717,10.078
9.731,8.786
9.3,8.106
10.411,8.439
10.411,7.911
9.731,7.425
9.745,7.009
8.62,6.286
7.898,6.37
5.939,4.37
4.87,3.564
7.273,2.467
7.634,2.273
8.036,1.064
8.661,1.939
8.828,2.189
10.078,2.342
10.106,1.939
9.703,2.703
9.814,2.495
10.481,1.717
9.745,1.3
9.953,0.842
9.856,0.439
9.842,0.05
10.342,0.911
10.967,0.856
10.759,0.759
11.161,0.939
11.05,0.661
11.384,0.175
11.467,0.523
13.786,2.648
13.759,4.884
12.759,5.245
12.717,6.814
13.675,5.689
14.078,5.523
14.217,5.828
14.092,6.467
14.634,7.009