Elapsed,CALU6 WT-5uME,CALU6 WT-5uME,CALU6 WT-5uME,CALU6 WT-5uMAE,CALU6 WT-5uMAE,CALU6 WT-5uMAE,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-E,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-AE,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,CALU6 WT-UT,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nME,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-50nMAE,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-E,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-AE,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,HCC4006 WT-UT,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-E,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-AE,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 KO-UT,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-E,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-AE,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT,PC9 WT-UT
46,5.672684,9.082731,13.42866,12.80786,10.66538,8.570479,20.21252,22.09614,17.72462,14.93036,10.70287,14.02757,11.00209,15.13293,16.07714,9.775323,19.00292,10.80365,6.116456,10.69488,17.41378,8.940635,10.72165,9.67881,5.899222,9.82304,11.69638,16.5462,12.18846,6.660975,12.56493,8.648485,9.607207,8.043408,13.47448,12.05662,10.66253,13.0978,16.49964,23.28907,17.70304,14.47643,18.29525,9.174925,7.793515,6.657134,8.062513,9.313077,8.727242,4.550695,8.210484,6.712655,11.2052,10.07205,8.564624,10.02136,8.09811,5.294795,8.754626,8.69185,10.72368,8.651883,11.67707,9.522696,6.234634,7.724968,10.88662,7.933784,11.74159,10.36927,15.16315,15.61675,12.81439,12.4125,10.31557,11.30255,12.45774,11.19899,18.77682,14.3506,15.40497,14.00647,11.50966,13.479,11.29,12.81361,14.51667,14.804,8.61953,17.25618,13.17528
48,5.719975,9.50477,13.77131,13.39733,11.41054,8.879257,21.15226,23.30969,19.07964,15.45565,11.19934,14.38446,11.7882,15.86849,16.80836,10.29551,20.44748,11.61828,6.495489,11.71397,17.84996,8.756385,10.50728,9.957523,6.075021,10.10648,12.56324,16.69201,12.80844,6.385899,12.5065,8.547517,9.629691,8.319185,13.60022,12.44431,10.93834,13.34853,17.97614,24.83944,19.46869,16.29514,20.40577,9.347717,7.757098,6.718306,8.078084,9.556193,8.619665,4.542825,8.858685,6.869553,11.43992,9.948799,8.730724,10.17611,7.9856,5.559474,8.665643,9.061219,10.47597,8.991238,11.71428,9.255832,6.805531,8.047165,11.52164,7.999942,12.05983,11.21244,15.69508,16.21247,13.2548,12.7914,10.2089,11.81912,12.84286,11.17638,19.27089,14.76457,16.31566,14.95662,11.4569,14.40793,12.01693,13.45317,16.01815,15.87979,9.067195,18.72839,14.07092
50,6.138344,9.962832,14.22261,14.5704,11.80145,9.305429,22.34414,24.18506,20.55495,16.04844,11.98462,15.09967,12.34522,16.4301,17.66251,10.51464,21.02201,11.87625,6.666558,12.32121,17.90442,8.658234,11.12977,10.39081,6.242812,10.40218,12.54891,17.60373,12.74233,6.366061,12.3401,8.544255,9.916343,8.307183,14.01085,12.63064,10.95094,13.16831,19.84069,26.30801,22.20237,17.88707,21.01018,9.265051,7.806354,6.379121,9.0191,9.79231,8.430483,4.824731,8.761404,7.029696,11.07193,9.781725,8.69243,10.45671,8.141475,5.388081,9.206389,9.463829,11.22886,9.707628,12.28558,10.37526,6.975353,8.532015,13.0526,8.007197,11.8668,11.57372,16.22489,16.77965,13.62286,13.15107,10.6838,12.18683,12.98526,11.94169,20.14536,15.68204,16.84403,16.0131,12.50854,15.52202,12.28579,14.20567,17.39189,16.95673,10.7364,19.61808,14.26964
52,6.345027,10.31062,14.46724,15.38137,12.56563,9.692536,23.30532,25.77744,21.44282,16.52733,12.48009,15.75066,13.10574,16.85453,18.61639,11.23028,21.58331,12.51173,6.541585,12.63332,20.07242,8.980277,11.31023,10.33555,6.691758,11.60363,13.2891,16.96024,12.75298,6.85581,13.03361,8.674829,9.954432,8.494028,14.09513,12.96691,10.8353,13.47275,19.70818,30.10104,24.79829,19.86012,22.79911,8.77496,7.905666,6.470153,8.713754,10.00826,8.666172,4.816297,8.479089,7.274792,11.60421,9.984942,8.675648,10.36321,8.518527,5.669354,9.761612,10.39035,11.41163,9.878561,12.91154,11.06391,6.364284,9.232049,13.53136,7.921663,12.11801,11.97527,16.83262,17.28937,14.24637,13.176,11.26663,12.62543,13.3458,11.97578,20.43752,16.39845,17.35497,16.51965,13.64072,16.24604,12.4718,16.20213,17.89968,17.78156,11.67206,21.28476,15.92765
54,6.570627,10.84049,15.55958,16.11135,12.96293,10.3272,23.977,25.82591,21.24477,17.01815,12.97599,17.26003,14.71686,17.94268,19.40023,11.56516,21.98732,13.1308,6.932177,13.32501,20.53412,8.959004,10.95244,10.59721,6.514184,12.26086,14.08609,17.63574,13.66609,7.168532,12.94278,8.840673,10.27957,8.582926,14.58552,12.41252,11.06222,13.82903,20.62266,30.58875,26.25744,21.88372,25.56144,8.966397,7.798705,6.527416,8.745049,9.988254,8.409978,4.825926,8.623678,7.251523,11.52402,10.39935,8.776958,10.37726,8.368868,5.684464,9.725043,10.63589,12.26619,10.1346,13.36159,11.61628,6.825899,9.295544,13.60218,8.219805,12.60501,11.98876,17.19038,17.58676,14.72031,13.60664,11.74426,13.15628,13.95684,12.47728,21.62905,17.04796,18.44419,17.05317,13.7619,17.11263,13.01041,17.39739,19.44372,19.24142,12.77905,21.80833,17.27394
56,6.91857,11.78858,15.79549,16.56359,13.78114,10.90213,24.85095,27.77948,22.45986,18.02021,13.42558,18.05828,15.46593,18.27843,20.6307,11.71042,23.52314,14.45092,7.028176,14.16724,21.8611,9.421351,11.34725,10.64371,6.56151,12.86423,14.83144,18.50415,13.8271,7.228867,13.02297,9.00324,10.19149,8.388279,14.49895,13.30302,11.68086,13.37802,20.90504,31.61951,26.09086,22.7766,26.9698,9.081006,7.990278,6.666951,8.996002,9.854813,8.790377,4.603519,8.221837,7.592824,11.58215,10.51761,8.831658,10.19115,8.235836,5.814713,10.48507,10.50122,13.70074,10.19016,13.94674,12.45247,7.140652,10.39336,14.3034,8.339058,12.65038,12.36557,17.92281,17.95072,15.49583,14.09786,11.96004,13.46832,14.30343,13.21417,22.14398,17.79297,18.9804,17.69644,15.71627,17.90841,14.17337,17.83338,20.58857,20.23123,13.89988,23.95934,18.15428
58,7.46232,12.24012,15.89504,17.77018,14.67574,11.22313,26.64714,29.71039,23.15116,19.19293,14.49866,18.9104,16.39578,19.47761,21.60832,12.30674,24.3765,13.7395,7.468006,14.25657,22.57428,9.819098,12.14446,11.33586,6.992802,13.62762,14.66109,19.57714,14.66029,7.447603,13.43082,9.05748,10.67007,8.665524,15.12173,13.36733,11.57493,13.94581,20.75871,32.39248,26.92654,22.98812,29.51708,9.24144,8.122849,6.732442,8.476068,9.56473,8.514089,4.775288,8.243929,7.452008,11.99002,11.20556,8.661085,9.95981,8.132324,6.018407,11.10384,11.44299,14.02516,10.95529,15.05166,12.91145,7.774632,11.47647,15.23197,8.796335,13.35751,12.32847,18.40516,18.06559,15.52734,14.32708,12.28965,13.62214,14.56155,12.58466,22.73779,18.32919,19.07431,18.48919,16.61544,18.96551,15.67695,19.93304,23.34247,21.06988,14.72655,25.96353,19.61685
60,7.3788,12.84253,16.00835,18.20973,15.05834,12.01334,27.56914,31.55415,24.59734,19.45797,14.93982,19.94972,17.44545,20.59343,22.77646,12.56452,25.98011,15.39535,7.886135,15.32698,22.96503,10.33002,12.5002,11.43131,7.294888,14.39436,14.97313,20.10455,15.17397,7.580173,13.65842,8.702469,10.55336,8.433128,15.21124,13.36474,10.88449,13.79217,22.86868,34.43841,30.6819,25.1703,31.52147,9.400609,8.224004,6.871346,8.825325,10.1508,8.762514,4.769979,8.372504,7.521768,12.10748,11.61051,8.721181,10.03382,8.606674,5.956058,11.54213,12.04381,14.90724,11.5688,16.36541,13.77122,8.087729,11.27892,17.11542,8.849739,13.58356,12.90727,18.96404,18.28058,16.03323,14.71103,12.69272,14.14418,14.91253,12.66866,23.59131,18.79675,19.57398,19.4683,17.6743,20.2942,16.30947,21.14133,24.86436,23.37336,15.02612,27.22535,21.015
62,7.941433,13.45859,17.11012,18.82379,15.7905,12.11019,28.71343,32.2997,27.19018,20.2846,15.85302,21.43686,17.92586,21.39152,23.78688,12.97454,27.77817,15.83919,8.405761,16.04018,23.65769,10.3392,12.55849,11.73435,6.251263,14.79711,14.55981,20.77102,15.58266,7.012282,13.581,8.116224,10.14148,8.737314,15.32512,14.44187,11.82354,14.37428,23.5076,36.76215,32.30347,26.665,31.95362,9.629742,8.384881,7.027323,8.544358,10.25712,8.754165,4.67519,8.430039,7.529109,11.46539,12.06901,8.91453,10.32452,8.85515,5.935059,11.54765,12.90642,15.58102,11.74791,16.89527,15.46359,8.68176,12.53945,18.14998,9.055056,13.9266,12.57285,19.92706,18.78005,15.76674,15.47852,13.10989,14.89982,15.37067,13.12956,24.05099,19.51544,19.99051,19.87088,18.391,21.29835,18.24876,22.52868,26.55864,25.75678,15.37741,28.93608,23.24215
64,8.056555,13.9576,18.16949,19.26058,17.01189,12.8524,29.66715,33.67925,27.33924,20.90002,16.30344,22.26472,18.63577,23.08508,25.60118,13.39284,29.20628,16.86254,8.440641,17.1937,25.07324,10.3876,13.22288,11.93317,7.161173,15.01439,14.77136,22.34827,15.9332,7.51458,13.55569,8.67155,10.5586,8.72236,15.09846,13.75068,11.74147,14.64581,24.24093,37.7756,33.28917,27.66074,33.52671,9.250727,8.522044,7.188917,9.09977,10.23624,8.696067,4.842486,8.296906,7.753957,11.72295,11.73282,8.611266,10.66451,8.300747,5.87532,12.61777,14.21472,16.90786,12.18755,18.49524,16.31813,9.646508,12.67938,19.6763,9.291821,14.139,13.07074,20.65474,19.65498,16.4911,15.25286,13.76625,15.13038,15.35146,13.21484,24.88338,19.60178,20.93752,20.81548,19.75478,22.67846,19.03723,24.88826,27.02119,27.59394,17.83702,31.88386,26.13203
66,8.263819,14.73732,19.02851,19.93835,17.72288,13.4214,31.30255,35.56266,28.28945,22.79894,17.22057,24.44189,19.14385,23.41208,26.06435,13.7015,30.12601,16.69597,8.871609,17.9787,26.00478,10.56521,13.49451,11.90213,6.999426,15.80633,14.93009,22.65302,15.83525,7.874047,13.38014,9.142639,11.16356,8.971519,15.6399,13.83774,11.54558,15.20771,26.81501,41.64853,33.62366,28.89831,33.52872,9.52671,8.541831,7.045095,9.045529,10.4104,8.543077,4.874685,8.372794,7.959343,11.68609,12.07069,8.882468,10.92755,9.731223,6.138753,13.1904,14.36747,17.66451,13.48235,19.4274,18.00006,10.11048,13.27493,19.38835,9.260442,14.63601,13.59453,20.41306,19.88336,17.00282,15.52024,14.17494,15.55763,15.87739,13.8441,25.74891,20.37015,21.83408,21.80889,20.65223,24.62491,20.39198,26.87589,30.3327,29.46364,18.89954,35.5585,28.70406
68,9.00237,15.34844,19.68092,21.26224,18.93635,13.53007,32.69865,37.37622,29.47009,23.89426,18.1844,24.84223,21.25358,24.73745,27.38805,14.0232,32.11069,16.9793,9.435967,19.00645,27.34725,10.98435,14.11894,11.92854,6.95782,16.06286,15.25375,22.7886,16.5127,7.833653,13.25088,8.934916,11.2823,8.906352,15.81289,14.14254,11.62893,15.44524,27.62736,42.72533,36.0147,29.35779,35.77451,9.531967,8.837088,7.271532,9.110115,10.35516,8.563241,5.109795,8.525186,7.742843,11.63293,12.57293,8.671601,10.53185,8.954173,6.260602,13.58799,16.07179,19.00969,14.03173,21.76427,18.59156,10.97004,14.56179,20.16569,9.369331,14.98781,13.55846,21.18504,20.35998,17.23023,15.72447,14.51155,15.90834,15.9829,13.62018,26.21809,21.07413,21.8317,22.53461,22.67916,25.443,22.22504,28.91072,32.58639,32.01155,19.68508,37.69068,30.14117
70,9.00633,16.05832,20.88824,22.85576,20.11024,14.59655,33.90403,39.03916,31.39529,24.90427,19.4996,26.94891,22.94475,26.07441,28.952,14.32445,33.30894,17.72715,9.518121,19.62875,28.28072,11.03439,13.66641,12.07327,6.575833,16.4869,15.6256,23.79244,16.86887,6.766776,13.33703,9.581204,10.65998,9.107504,15.79115,14.25445,11.65947,15.69046,29.12246,46.63383,37.97472,30.98404,38.55615,10.07497,8.664142,7.307777,9.355861,10.8505,8.586579,5.108737,8.383908,8.090257,12.57865,12.29422,9.083687,10.77679,8.616558,6.467404,14.4465,16.88208,19.44124,15.28604,22.86838,20.16291,11.62889,14.98626,21.75266,9.775612,15.01494,13.6336,21.02398,20.67531,17.15726,16.42124,14.80884,16.24394,15.8729,13.88213,26.92955,21.81091,22.20399,22.87572,25.40068,27.2149,23.17941,31.3368,34.63317,34.72972,21.28106,40.28692,33.09087
72,9.199423,16.83896,21.35336,23.39627,20.37681,15.39419,34.74911,40.94223,32.81204,26.79841,20.81142,27.97022,23.61185,27.75713,30.37038,15.0146,35.0128,19.17557,9.851346,20.56926,30.08212,10.91129,13.98533,12.12983,7.11815,16.28208,15.99147,24.3604,16.59158,7.428738,13.76955,9.07778,11.25459,8.919942,16.18695,14.16647,11.98804,15.40947,30.24076,50.02614,41.25309,33.42831,39.56101,10.21088,8.714949,7.18161,9.391288,10.82975,8.510417,4.94844,8.626956,8.173418,12.68483,12.57877,8.900634,10.84099,8.634007,6.3341,15.09178,18.72512,20.30113,16.26374,24.01907,21.41517,12.95156,15.92027,23.69289,9.536969,15.33533,13.66824,21.32696,21.20344,17.54717,16.85304,15.33046,16.83985,16.17153,14.27943,27.41921,22.07495,22.5176,23.53737,25.47947,29.0858,24.45655,33.75394,38.54038,38.27193,22.50876,43.05741,36.53216
74,9.73947,17.43118,22.58784,23.49621,20.88804,15.63396,36.70501,42.61639,35.47829,28.04745,21.66128,28.77998,25.03234,28.90057,32.34189,15.41263,36.13533,20.76399,10.58189,21.86274,31.62202,10.84167,14.52486,13.13681,6.916162,16.88618,16.1468,25.63926,16.6128,7.293914,13.75855,9.312001,11.61356,9.601283,16.22071,14.62177,12.64262,16.27412,33.27174,55.56026,41.69652,35.38216,42.87539,10.17484,8.792254,6.974193,9.915848,11.23378,8.824522,4.950762,8.580774,7.939384,13.04665,12.66224,9.429018,10.96799,9.088467,6.419993,16.00088,19.32875,22.86242,17.99683,23.97491,22.74597,12.94126,18.57857,25.69198,9.762517,15.0983,13.95998,21.72179,21.71155,17.59979,17.24826,15.25075,17.13381,16.23858,14.59744,27.68401,22.66047,23.32446,24.63703,26.71223,29.73892,26.46266,35.86713,42.91071,40.85965,25.28019,44.94738,37.91704
76,10.37558,18.03467,23.85814,25.91433,21.55459,16.50365,38.52553,43.11401,37.22774,29.98941,23.00383,29.31842,26.37648,29.46583,33.84747,15.50407,38.23561,22.36444,11.17073,22.26523,32.45266,11.28179,14.52968,13.95614,6.058614,17.3079,16.12499,28.52407,16.85485,7.334736,14.22807,8.642475,12.088,9.263617,16.25536,15.18007,12.59014,16.02234,34.03233,56.13315,46.79686,39.11151,43.31738,10.36071,8.987191,6.84403,9.826797,10.83312,8.937561,4.704197,8.837258,8.134014,12.52805,13.57881,9.530925,11.13795,8.833503,6.714993,17.04173,21.54071,22.89883,19.30391,26.30864,24.1752,13.10211,20.42024,27.58823,9.575775,15.57011,13.6344,22.45851,20.75685,17.7355,18.04068,15.23827,17.26119,16.14447,14.84868,27.65488,23.25231,22.98908,25.40578,27.28065,32.16932,27.50144,38.34425,45.94386,42.84535,27.10881,49.34689,41.70716
78,10.87163,19.10267,24.06677,27.47261,22.33228,17.32623,40.61108,44.62064,39.33838,31.05563,23.57743,30.29112,27.66132,31.65348,35.44165,15.2831,39.29047,24.5826,11.56166,23.80965,34.10776,11.68515,15.03218,13.95875,6.550856,18.39654,16.257,28.7094,17.65022,7.257208,13.99815,8.869065,12.11264,9.181019,16.38202,16.37419,12.68606,16.86202,34.34731,59.14789,50.22061,41.52487,47.96018,10.30512,9.124132,7.132407,9.621752,10.88292,8.844123,4.567273,8.854075,8.16256,12.72027,13.42982,9.598738,11.29162,8.938875,6.672944,17.03468,23.25513,24.87943,19.83764,27.22313,24.94123,14.79856,22.01529,28.95853,9.689002,15.72575,14.00669,22.8034,20.46182,17.63346,18.46352,15.94076,17.33433,16.0874,14.99331,28.07728,23.46999,23.32281,25.68719,29.96208,34.77022,27.76217,41.38407,49.23632,47.15897,29.58358,52.99617,43.04702
80,11.26093,19.94731,25.17651,27.96523,23.65907,17.60151,41.65392,45.86764,41.92289,32.90995,24.56075,32.12416,29.94793,32.61191,37.77967,16.28748,40.93785,25.09595,12.38122,24.78261,36.67547,11.83174,15.52101,13.95112,6.624866,20.02837,17.46147,29.515,17.2294,7.22955,14.42513,9.21496,12.07497,9.650418,16.47512,16.39198,12.41626,17.51012,36.27274,61.92729,53.20969,42.56554,51.45435,10.74584,9.059991,7.029542,9.793522,11.24298,8.802499,4.821402,9.30845,8.24871,12.70941,13.31253,9.658972,11.09553,9.319308,6.796278,18.43931,24.13998,25.88474,21.26586,30.85434,25.09508,15.52895,23.66916,31.28501,9.912655,15.72952,13.34102,23.20369,21.41016,17.42725,18.4404,15.96453,17.64001,16.3336,15.19641,29.10532,23.82976,23.9869,26.01093,32.39855,36.33521,31.05573,43.88445,54.05873,50.79047,32.98082,55.43456,46.18733
82,11.83875,21.05195,27.12165,28.86992,24.71395,18.45097,43.69593,48.81916,43.31583,34.89799,25.34784,33.86901,31.18108,35.36261,39.41893,17.16049,43.15573,25.82374,13.1852,26.23071,39.21074,11.65104,16.08124,14.70437,7.211009,21.78825,17.8523,28.09208,18.17229,7.792935,14.84262,9.081126,12.1428,10.18683,16.32177,16.24631,12.92776,17.5462,38.42667,63.56904,57.15493,43.84602,56.64462,10.83025,8.943331,7.499949,10.47157,11.38201,9.032298,5.274837,9.439654,8.178865,13.09382,13.58661,9.70196,11.0707,9.873063,6.893387,20.46281,27.13502,28.17695,21.50816,32.41596,27.04269,15.96584,25.2292,32.94169,9.906749,15.76237,13.64539,23.66161,21.86196,17.81214,19.14974,16.2453,18.00213,15.78685,14.79738,30.06267,23.96636,24.3413,26.73944,33.85646,38.19215,32.6606,47.44086,57.30899,52.92364,34.03452,58.90386,49.93298
84,11.69256,22.18497,27.70771,29.77414,25.86726,19.44206,46.13363,50.85022,45.38985,37.4657,26.75069,36.6969,31.84739,36.80058,41.60466,17.509,44.33763,27.09793,13.97883,27.80851,40.89725,11.59502,15.65329,14.91079,7.018564,21.79034,18.37318,29.62315,18.46897,7.356162,14.93147,9.116757,12.04641,10.32442,16.36843,16.46711,12.26429,18.05186,40.67019,68.11513,59.70085,43.75601,58.97302,10.97342,9.253185,7.502476,9.826471,11.524,9.046606,5.135848,9.273383,8.397327,13.31176,13.97241,9.933672,11.60952,9.789885,6.88649,21.02281,29.49941,30.40551,23.62257,35.75057,30.04506,16.01134,25.97903,35.97407,9.999079,15.65856,13.21306,23.92151,21.89834,17.99366,19.38507,16.35846,18.3242,15.55189,15.10525,29.71568,24.71852,25.37362,26.61473,35.67384,39.53638,34.29245,51.97329,61.02856,58.8398,38.14896,63.91342,53.65292
86,12.45208,23.10494,29.43685,31.65524,26.75177,20.13955,48.22452,52.27919,46.8908,39.33392,28.32226,37.90862,33.82751,38.42859,43.41436,18.43402,46.48267,29.71473,14.50461,30.0404,42.05804,11.95271,15.36679,15.41712,7.480759,23.40863,18.9807,29.67671,17.8482,7.630111,15.27851,8.918371,12.12793,10.11862,16.64723,17.44781,12.5925,18.68063,42.94585,70.51467,60.58465,45.11182,62.3539,10.88476,8.787013,7.954681,10.46638,11.80992,9.108904,5.054957,9.062192,8.575481,12.89582,14.0577,9.936915,12.01182,9.908592,6.980458,23.71886,30.54517,31.91044,24.90238,38.23201,33.25637,17.94452,27.00753,39.18985,10.62143,15.71757,13.09213,24.28306,22.17601,17.95456,19.41632,16.26178,18.27003,15.48427,14.67171,30.20264,24.80892,25.98554,27.48231,37.98577,42.51303,37.17558,54.88786,64.45956,61.2993,40.98356,67.95391,56.0687
88,12.85952,23.52771,29.88283,33.18825,27.68358,21.02255,49.57285,55.83286,49.52715,40.94009,30.13998,39.5104,35.71017,39.64687,46.24674,19.37503,48.79977,31.13952,15.1093,30.77193,45.68569,12.45914,15.84517,16.12556,7.412604,23.46917,18.82425,30.80742,18.43745,7.927109,15.49473,8.928444,11.94892,10.344,16.37798,17.50147,12.32251,18.90794,44.8218,72.53515,65.81137,46.17449,61.96656,11.19081,9.008158,8.622228,10.27238,12.11545,9.396598,5.154799,9.370935,8.357651,12.96025,14.36626,10.25042,12.32775,10.02112,6.952646,24.16599,33.69735,33.11672,26.71704,41.44135,35.7686,19.2693,30.51544,42.13636,10.39935,15.8824,13.05416,24.80865,22.31233,18.28161,19.94967,16.3866,19.15157,15.14386,14.57596,29.8621,25.61757,25.92727,27.68363,40.14797,45.39301,38.29946,57.73799,69.17714,66.80222,46.31377,72.26487,60.46181
90,13.29574,24.00785,31.12523,35.32927,29.04526,21.97537,52.29024,57.38952,50.64816,42.98756,31.2242,41.09909,37.30465,42.29787,49.2546,20.24747,50.49984,34.29541,16.04212,32.18955,48.78529,12.55516,15.68896,15.78292,7.703422,23.18598,17.98412,31.12703,18.89758,8.160306,15.48285,9.090328,12.14123,10.07592,16.79325,17.6298,12.41011,19.45263,47.72865,75.37354,67.19786,48.98476,65.97166,11.72568,9.086061,8.121721,10.27911,12.33275,9.333904,5.324331,9.560052,8.630968,12.94772,14.30415,10.64525,12.46042,9.863929,6.981415,24.84913,35.98976,35.66684,29.65359,43.72279,37.14545,20.60143,32.99311,44.06844,10.3475,15.83943,13.12245,24.75844,22.46553,18.02975,20.13609,16.87531,19.43334,15.00282,14.8452,29.88945,25.83622,26.61724,28.01324,42.3207,48.17489,39.9154,61.56472,72.80369,70.31395,52.04764,75.99087,63.16402
92,13.88496,25.20856,32.59414,37.58939,30.00162,22.64785,54.0228,59.05656,53.50468,45.43445,32.48129,43.00165,39.44872,44.39492,50.90921,20.66224,54.19685,35.95193,17.15426,34.97229,52.12482,12.25487,16.21235,15.8983,7.470481,23.95735,18.41964,33.03253,19.36617,8.113014,15.16634,8.565049,12.29205,9.546973,17.10645,18.46654,12.9973,19.85935,48.3584,74.34646,69.91482,49.87327,68.07668,12.06937,9.703343,7.932573,10.46849,12.34879,9.843459,5.545799,9.532445,8.915214,13.59032,15.21775,10.69705,12.81168,10.04272,7.241006,26.46472,38.20432,38.78361,31.44333,45.971,39.65422,21.07113,34.61985,46.96954,10.44905,16.00844,12.96858,25.06496,22.91275,18.41525,21.09524,16.90751,19.68569,15.43177,15.12301,30.47534,26.24547,26.46109,27.76823,43.30805,51.40587,43.21441,66.6345,76.99075,72.61102,54.94807,79.13784,66.96328
94,14.00053,26.61503,33.50828,38.86854,31.71424,24.03433,56.7062,61.88111,54.85023,47.6499,34.18776,45.03379,40.56111,47.42148,52.4777,21.25505,56.34818,37.49723,17.41243,36.91776,53.15096,12.23624,16.39932,16.60511,7.901551,24.29099,18.81418,32.05495,19.28858,7.925453,15.24588,8.791777,12.70542,10.6637,16.80328,17.78436,12.9091,20.21261,50.04002,77.2563,72.40909,52.03038,69.78939,12.19694,9.285299,8.339246,10.46612,12.47724,10.02501,5.322061,9.558873,8.944818,13.90285,15.26232,10.77027,13.5126,10.34373,7.195814,27.1545,40.6566,43.87173,34.64439,49.31507,42.29937,22.18326,36.54688,48.95629,10.44247,15.83271,12.97203,25.02551,23.38505,18.20668,21.10964,17.31812,19.70307,15.08898,15.32571,31.49656,26.73352,26.81594,28.66134,46.07512,53.82932,46.63111,69.0548,80.32983,76.41405,57.86689,83.59858,70.7617
96,15.13467,28.09587,35.80891,41.27341,32.75496,24.85005,57.66244,63.33931,57.97824,50.2956,35.74652,46.90032,42.71218,48.81808,55.30159,21.80826,58.29088,40.01588,18.42879,39.03042,55.26869,12.1903,16.59706,17.18721,7.249594,24.0135,19.04816,33.82262,19.46673,8.287414,15.18075,8.609354,12.50155,10.08215,16.73495,17.89689,13.28038,20.48108,53.50029,81.36942,74.40148,55.2192,71.68365,12.10838,9.625936,8.485456,9.985915,12.62607,10.33406,5.354277,9.457598,8.962009,14.11121,16.22147,11.49079,13.29354,10.5457,7.089793,30.30026,44.19858,46.42212,36.9978,50.06632,47.23795,23.22248,39.42767,53.37249,10.73946,15.90226,12.93734,25.51683,24.13342,18.58702,21.4934,17.91664,20.08478,15.07126,15.05508,30.87228,27.48684,26.71137,28.46743,48.06323,57.74599,50.084,73.05321,84.56785,80.52937,62.91132,86.28974,74.50987