Date Time,Elapsed,ECR,ECR,ECR,ECR,EXR,EXR,EXR,EXR,EDR,EDR,EDR,EDR,ECA,ECA,ECA,ECA,EXA,EXA,EXA,EXA,ETA,ETA,ETA,ETA,EDA,EDA,EDA,EDA,ETR,ETR,ETR,ETR,ETC,ETC,ETC,ETC,ETD,ETD,ETD,ETD,ETX,ETX,ETX,ETX,ECR,ECR,ECR,ECR
11/15/22 15:02,0,0.07775278,0.1397696,0.1082124,0.03999317,0.1165317,0.1581671,0.1693088,0.1102031,0.1795062,0.1151147,0.1775498,0.1727239,0.1820424,0.1628649,0.1896983,0.1453884,0.1201884,0.1794229,0.1755698,0.07968534,0.1460048,0.1259069,0.1747407,0.1487036,0.1593575,0.110478,0.1185343,0.1431657,0.1431121,0.1699163,0.2248244,0.126152,0.1358232,0.1869826,0.2021978,0.1870027,0.1161391,0.1731505,0.1223868,0.1674895,0.1988973,0.1607662,0.1224465,0.1229915,0.1777049,0.2247888,0.1418691,0.1032232
11/15/22 19:02,4,0.07068266,0.1131977,0.0918649,0.03759519,0.1163524,0.1654165,0.1293634,0.09739444,0.142326,0.07889675,0.132667,0.133473,0.1541392,0.2131046,0.1659346,0.1421938,0.101909,0.1561719,0.1154616,0.07134214,0.1424284,0.1255046,0.1331077,0.1205019,0.1339212,0.1029014,0.09916193,0.1445097,0.1281868,0.1641487,0.2097975,0.1145895,0.1649464,0.169308,0.2204539,0.1726008,0.09695734,0.1518265,0.1016869,0.1463662,0.1816983,0.1380888,0.1384744,0.1249394,0.1315145,0.1586963,0.1387759,0.09695746
11/15/22 23:02,8,0.06475429,0.09892648,0.09551908,0.03848326,0.09598125,0.1415386,0.1229859,0.07551908,0.1104268,0.07835276,0.1075385,0.1359961,0.1235485,0.1643286,0.1502657,0.1294108,0.1095666,0.143255,0.1291537,0.05967285,0.1123902,0.1118038,0.1348969,0.1038145,0.1105764,0.1014468,0.0965208,0.1128737,0.1169548,0.1335546,0.1553627,0.08802947,0.1510727,0.1214392,0.1942561,0.1714862,0.09082448,0.1205392,0.07605993,0.1350763,0.1611021,0.1112482,0.1274642,0.1095962,0.1198668,0.1217803,0.1227717,0.09056422
11/16/22 3:02,12,0.0790814,0.09705744,0.0928227,0.05280472,0.106459,0.1194381,0.1237252,0.06786811,0.09253336,0.08123489,0.09884699,0.1403142,0.1181424,0.1358794,0.1030181,0.11263,0.09207068,0.1416798,0.1486599,0.07104947,0.113083,0.08752218,0.1103149,0.07523674,0.1114455,0.09503509,0.090593,0.1340419,0.09987734,0.1540609,0.1503532,0.07830758,0.1350191,0.1323884,0.1876384,0.1428182,0.07221902,0.1015276,0.07188527,0.150972,0.1324026,0.118095,0.1170216,0.07385223,0.1351398,0.1191525,0.1144588,0.1312718
11/16/22 7:02,16,0.09068878,0.1322528,0.07158392,0.07411651,0.1166315,0.1222458,0.09818317,0.09941372,0.1004445,0.08154802,0.0871008,0.1275387,0.1058404,0.1310192,0.07187967,0.09035871,0.09520718,0.1428131,0.1728892,0.05015771,0.1047551,0.06947933,0.1001892,0.06712783,0.1147767,0.09639809,0.1136026,0.1193199,0.07541302,0.1034139,0.1219108,0.05576489,0.1614593,0.1671385,0.2533035,0.1584915,0.08857301,0.1008062,0.09749141,0.1289977,0.114781,0.1255727,0.08488099,0.06898022,0.1059057,0.1023736,0.1435101,0.09576418
11/16/22 11:02,20,0.05258482,0.107304,0.08827279,0.04848688,0.1048817,0.1202255,0.08458856,0.07766352,0.09811734,0.08926429,0.1205166,0.1250624,0.08707391,0.1279885,0.06179101,0.09119557,0.08583735,0.1240012,0.1767721,0.049491,0.08617433,0.06755617,0.09556005,0.05899633,0.1262536,0.1044174,0.1407476,0.1145699,0.0743028,0.1009918,0.1194209,0.05208818,0.1450379,0.1709687,0.2691894,0.1439885,0.08427654,0.09940669,0.07678294,0.1005826,0.105103,0.1141559,0.06032798,0.04668502,0.08573551,0.1030834,0.1288597,0.1048819
11/16/22 15:02,24,0.0511925,0.09779496,0.09986018,0.04356823,0.1069896,0.1107113,0.07349817,0.0745985,0.1230525,0.08407792,0.1019141,0.1149002,0.08695911,0.148514,0.05161713,0.08670257,0.08461951,0.1244957,0.147968,0.0491792,0.06583124,0.07969097,0.09933309,0.04657796,0.1178935,0.1025302,0.1296681,0.1223717,0.06050954,0.07328416,0.1127059,0.04788707,0.2109319,0.1771936,0.2894633,0.1770056,0.08432544,0.0936935,0.06517435,0.08632109,0.09629147,0.08574865,0.06290315,0.04598124,0.0910457,0.09117205,0.1217381,0.1040256
11/16/22 19:02,28,0.06143872,0.1042822,0.08877534,0.05689178,0.1100857,0.09861078,0.06564438,0.06690009,0.1119339,0.07821639,0.1011661,0.10314,0.06772837,0.112298,0.04064357,0.09101872,0.07939468,0.1357323,0.1315548,0.05655965,0.07622679,0.05490243,0.09810436,0.04370312,0.1247698,0.1030679,0.1656602,0.1272408,0.054926,0.06044674,0.09844186,0.03838161,0.1307907,0.2026586,0.3324867,0.2013185,0.117374,0.09490561,0.06862663,0.08346079,0.08652344,0.06146793,0.03573707,0.05871439,0.08884919,0.08799461,0.1243831,0.08466695
11/16/22 23:02,32,0.03713623,0.09244245,0.06755368,0.07038122,0.1107995,0.1039585,0.06160182,0.07652029,0.09812707,0.08938225,0.08896749,0.1030356,0.05876627,0.06060209,0.03819508,0.06558171,0.06429191,0.1343828,0.1361367,0.05314841,0.05214304,0.06251547,0.09739941,0.04745137,0.1268834,0.1075447,0.1944309,0.141271,0.04061062,0.04139399,0.08242377,0.03827929,0.1521555,0.2154929,0.3489384,0.2406886,0.0854532,0.09773547,0.07005922,0.08038739,0.06746043,0.04386511,0.0312077,0.04823902,0.09801344,0.08560564,0.1176944,0.09550471
11/17/22 3:02,36,0.04506352,0.07294865,0.08079058,0.07584602,0.1189002,0.1053165,0.06673067,0.08467102,0.09989493,0.08592089,0.100584,0.1014939,0.05059163,0.05270818,0.03048291,0.03854343,0.07498191,0.1361665,0.1003518,0.06248835,0.05492489,0.08013599,0.09046314,0.05146471,0.1342108,0.1046711,0.1609954,0.158794,0.04217307,0.05248741,0.07932254,0.02051635,0.19029,0.228837,0.5003688,0.2737734,0.09034275,0.09950166,0.08515961,0.08499067,0.05305796,0.04161366,0.02098413,0.05427144,0.1068157,0.09683231,0.1211102,0.08309551
11/17/22 7:02,40,0.03720361,0.08439419,0.06229615,0.07637122,0.1232868,0.1075061,0.07652218,0.08757553,0.1213494,0.08795701,0.09675851,0.1026356,0.03756809,0.06270863,0.02823105,0.03097503,0.07401573,0.1313733,0.1088279,0.06716479,0.06451618,0.07557096,0.0807151,0.05615919,0.1440054,0.1099034,0.1688573,0.1676976,0.02579606,0.03833633,0.06365985,0.02827544,0.1785192,0.2654098,0.5637003,0.2914864,0.0883247,0.1068191,0.08004354,0.09769724,0.03592771,0.03331185,0.01701954,0.05095858,0.1104645,0.0972395,0.1414386,0.1010936
11/17/22 11:02,44,0.03758483,0.07987291,0.06926264,0.07537154,0.1361633,0.1329148,0.08366691,0.09018847,0.1102381,0.08789308,0.09180485,0.09851906,0.02194736,0.06217704,0.0180686,0.02178663,0.07392953,0.1418534,0.111086,0.08959761,0.048379,0.07607765,0.07774299,0.05122745,0.1592175,0.1341451,0.1806439,0.1783429,0.02831396,0.05805683,0.07682301,0.02679392,0.2529733,0.2751688,0.555958,0.3133893,0.09655377,0.1176604,0.0870925,0.1010169,0.03977519,0.03014785,0.02027221,0.06054557,0.1073721,0.1348712,0.1251251,0.1093807
11/17/22 15:02,48,0.03279489,0.06660857,0.05606515,0.05733631,0.1459251,0.1386463,0.1117074,0.1009806,0.09894298,0.08772437,0.1027242,0.09762142,0.01832595,0.06386813,0.01964017,0.0253582,0.08041909,0.1490711,0.1289603,0.09297464,0.04908266,0.09072319,0.08011646,0.05505164,0.182782,0.1391679,0.1905098,0.1916834,0.02106521,0.06663055,0.0642964,0.01978521,0.2649417,0.3165071,0.6682871,0.3558265,0.10235,0.1206097,0.09838971,0.1070465,0.03651419,0.03231663,0.01890662,0.04844657,0.1003985,0.1380384,0.1505448,0.104053
11/17/22 19:02,52,0.03275957,0.07244845,0.04730085,0.06346857,0.1457514,0.1466094,0.1298957,0.1127624,0.1365045,0.0816615,0.09873033,0.08458238,0.02724949,0.07494583,0.02304143,0.02843468,0.08178109,0.1295831,0.1074588,0.09797912,0.05328107,0.08217186,0.0845407,0.06811381,0.2097123,0.1666804,0.1922123,0.1983261,0.02268408,0.04528893,0.06555694,0.02439303,0.3160333,0.306154,0.6861036,0.3980386,0.104842,0.1234908,0.1140695,0.1267617,0.02751837,0.02901198,0.02197658,0.03695741,0.1019485,0.1337824,0.1315574,0.1176179
11/17/22 23:02,56,0.03232559,0.06633912,0.06082239,0.03756234,0.1637525,0.150267,0.1260081,0.1181964,0.1400384,0.08686408,0.1243893,0.08886035,0.03158256,0.06737511,0.01982065,0.03322991,0.08349721,0.1558897,0.1402891,0.1031934,0.05336576,0.07531457,0.08372106,0.06386103,0.2389732,0.189509,0.2147595,0.2319899,0.03472137,0.03761293,0.05571075,0.0246996,0.3409532,0.3793778,0.7091026,0.4164344,0.126106,0.1369819,0.1231922,0.1277559,0.03410317,0.03001111,0.0172064,0.03834839,0.1392006,0.1640226,0.1308426,0.1337748
11/18/22 3:02,60,0.03993564,0.06578245,0.06207417,0.04614804,0.1767324,0.1616164,0.1267811,0.1368119,0.1140963,0.09160391,0.1368081,0.09825961,0.02796344,0.08349639,0.02134427,0.02162679,0.08833429,0.1594595,0.1273006,0.1183874,0.05673087,0.07181724,0.09238619,0.0748197,0.2750428,0.1964482,0.2090002,0.2637011,0.02122133,0.04594992,0.08980894,0.02931692,0.4046521,0.4024226,0.8535994,0.4391756,0.1456417,0.1256948,0.1343061,0.1431397,0.02458674,0.03013316,0.02294026,0.03630674,0.09021191,0.1031649,0.1650901,0.1267893
11/18/22 7:02,64,0.044472,0.06212053,0.05011997,0.03559901,0.1835601,0.1844424,0.1412997,0.1476686,0.1057866,0.08228181,0.120224,0.09393628,0.02909707,0.08319653,0.03087011,0.0389572,0.09091386,0.1652363,0.1272703,0.1187197,0.06810939,0.08778464,0.1006971,0.07638588,0.311819,0.216377,0.2101892,0.2695649,0.03428552,0.03810698,0.1270668,0.02984272,0.4491841,0.429773,0.6961449,0.4666363,0.1545801,0.1459626,0.1427225,0.1615324,0.02641439,0.03422172,0.02110209,0.02211887,0.05212976,0.1289247,0.138991,0.1171439
11/18/22 11:02,68,0.0436571,0.08063239,0.05456538,0.04446504,0.1794114,0.2019435,0.1625195,0.1558176,0.1318002,0.09557997,0.1075472,0.09731122,0.03292887,0.0747581,0.03767164,0.03029554,0.09273317,0.1809767,0.131863,0.1301523,0.06036633,0.08405879,0.1024793,0.08510729,0.3412705,0.2400716,0.3130007,0.2921572,0.02948894,0.03883638,0.1009694,0.02914621,0.4873012,0.4407515,0.7114082,0.467577,0.1644773,0.1488675,0.1617469,0.1686511,0.02752749,0.03953674,0.02516017,0.02040727,0.0391929,0.07145851,0.1369174,0.1216081
11/18/22 15:02,72,0.03968966,0.07919633,0.05412127,0.0335005,0.1902284,0.20826,0.17699,0.1587332,0.1451865,0.09744895,0.1433515,0.09878611,0.03087228,0.07644646,0.0251645,0.03770114,0.09879075,0.1858784,0.1285594,0.1568241,0.06192638,0.08737256,0.104165,0.097913,0.3565083,0.245171,0.2458427,0.2965111,0.03270274,0.03182862,0.04055033,0.0330581,0.4908661,0.4606327,0.9140769,0.5061045,0.1808467,0.1687863,0.1602907,0.1810303,0.03460233,0.03500986,0.02739017,0.02333995,0.04800471,0.08200435,0.1616549,0.09782381
11/18/22 19:02,76,0.05993433,0.05960415,0.0430767,0.07388061,0.1909309,0.2205743,0.1924464,0.1554866,0.1581983,0.1328714,0.150169,0.1356722,0.02465706,0.1283075,0.06105614,0.04032211,0.110475,0.2095517,0.1440872,0.1215245,0.07744887,0.0906232,0.1028221,0.1259131,0.344023,0.2570518,0.2658328,0.3130303,0.05015404,0.0741362,0.05356145,0.03997892,0.5652063,0.4389304,0.8965921,0.5936059,0.1932257,0.2001634,0.175929,0.2207267,0.03997663,0.01125073,0.06836689,0.03337167,0.07582745,0.06319678,0.1642074,0.1782701
11/18/22 23:02,80,0.05019099,0.05458783,0.04173148,0.06091526,0.2006796,0.251232,0.2112489,0.1719976,0.1235767,0.1457341,0.1879429,0.1355437,0.06586912,0.09188473,0.1303822,0.05987418,0.1296492,0.2266892,0.1544084,0.1326191,0.07502507,0.09647649,0.1052739,0.1408791,0.3378252,0.2672668,0.2646242,0.3148407,0.05073084,0.07449698,0.05908882,0.05113897,0.5232735,0.4474394,1.072767,0.583452,0.2350266,0.2243193,0.2115294,0.2361198,0.02561199,0.01674936,0.03832066,0.06182036,0.1030888,0.05885141,0.3120643,0.19707
11/19/22 3:02,84,0.05638624,0.04885849,0.03941804,0.05936529,0.2135169,0.2255742,0.2197748,0.1856827,0.1222187,0.1427038,0.1795811,0.1499661,0.1034419,0.1422356,0.1025162,0.05454232,0.1172307,0.2501052,0.1411838,0.1323533,0.08172274,0.1091788,0.1128459,0.1360144,0.3531438,0.2788387,0.272429,0.3134371,0.0387119,0.03683522,0.07388435,0.07420195,0.5236758,0.4640074,1.010743,0.5960305,0.2551212,0.273881,0.211375,0.2540574,0.05259553,0.01709692,0.1317385,0.01691519,0.06532349,0.05866804,0.1864196,0.2134843
11/19/22 7:02,88,0.05601164,0.05813316,0.03861752,0.06904024,0.2196369,0.2976868,0.2241012,0.1870145,0.1524379,0.144383,0.212637,0.1554865,0.08087596,0.1362989,0.1193486,0.06140512,0.1061801,0.2654356,0.1481806,0.1428762,0.07684674,0.1135576,0.114272,0.1310017,0.39241,0.2836241,0.2769837,0.3143596,0.05594102,0.02764417,0.04121586,0.03662052,0.6817651,0.4342164,1.022545,0.6079387,0.2848231,0.252374,0.239635,0.2806738,0.05626133,0.02282247,0.07982717,0.0524886,0.05415813,0.08075955,0.1899897,0.2127357
11/19/22 11:02,92,0.0716489,0.07046604,0.05181685,0.07548395,0.2250817,0.3051011,0.2186832,0.1941724,0.1688445,0.1416253,0.1755145,0.1478568,0.1407533,0.1576435,0.1332311,0.07589494,0.1035681,0.2212514,0.1560439,0.1450074,0.08090081,0.09071054,0.1149784,0.1889089,0.369024,0.2745738,0.2994765,0.338656,0.06389696,0.03362686,0.01768059,0.06545744,0.8124362,0.462237,0.9427577,0.631874,0.3276028,0.2796394,0.2506424,0.2786435,0.05274533,0.04067438,0.05302977,0.03911928,0.05832474,0.04492857,0.1641786,0.1697955
11/19/22 15:02,96,0.08825187,0.08214718,0.06897924,0.07701406,0.2464041,0.3126819,0.2045923,0.2119845,0.1749318,0.1407997,0.2039706,0.1491591,0.05308351,0.1246278,0.1051216,0.06736325,0.1129063,0.2435544,0.163206,0.1476951,0.08220647,0.1178035,0.1194217,0.1775305,0.3869473,0.28853,0.299072,0.346826,0.062536,0.06255213,0.02304266,0.04309549,0.5763637,0.4851532,0.9934683,0.6279074,0.3224004,0.2902005,0.2999423,0.3098405,0.02065375,0.02065375,0.07980955,0.02876936,0.07092739,0.05730071,0.135609,0.1536142
11/19/22 19:02,100,0.09975791,0.0889514,0.07626054,0.0911497,0.2556919,0.3185339,0.1862682,0.2232947,0.1680774,0.1449452,0.1879738,0.1300288,0.08930428,0.1286358,0.1323318,0.0627516,0.1181588,0.2443444,0.16075,0.1520964,0.08066607,0.1064524,0.1207252,0.1841929,0.3877851,0.2775014,0.3078443,0.3351452,0.06539998,0.0842996,0.02245636,0.04292117,0.3400411,0.5067924,1.011791,0.6763902,0.3490992,0.3235413,0.296823,0.33102,0.009722678,0.02843938,0.07169443,0.02172721,0.06110796,0.05024411,0.1102229,0.1465643
11/19/22 23:02,104,0.1133412,0.0971185,0.08596656,0.09035119,0.2655145,0.3162932,0.1808838,0.2249933,0.1754977,0.1430013,0.1724349,0.1174268,0.0740426,0.125306,0.1299385,0.06506645,0.1150017,0.2563218,0.1675758,0.1612353,0.07342013,0.1078299,0.1159964,0.1682931,0.4001131,0.2824137,0.317551,0.3407915,0.06609742,0.08517051,0.01852858,0.05506525,0.3579167,0.5345293,0.9903848,0.642454,0.3575865,0.3587766,0.3126967,0.3404335,0.01007485,0.0447787,0.09445574,0.03438248,0.05546175,0.05794163,0.09498823,0.09468519
11/20/22 3:02,108,0.1286778,0.1055786,0.09961019,0.104334,0.2703287,0.3359649,0.1811231,0.2339649,0.1720404,0.1409505,0.144356,0.1229638,0.06973878,0.1172375,0.09770343,0.05701359,0.117764,0.2300986,0.1852321,0.1783593,0.07420974,0.1045273,0.1252908,0.1722376,0.4222431,0.3016959,0.3270895,0.3580281,0.07448886,0.08100764,0.01052516,0.05509559,0.3478285,0.5366045,1.01942,0.5747607,0.3442908,0.3619803,0.348325,0.349227,0.00884454,0.05819032,0.096862,0.01534845,0.05189613,0.0509972,0.08039835,0.1245487
11/20/22 7:02,112,0.1446134,0.1211448,0.1045479,0.1190399,0.2687462,0.3504457,0.177247,0.2322619,0.1628137,0.146179,0.1115789,0.122723,0.08300426,0.161596,0.111177,0.0559743,0.1137124,0.2210519,0.1842817,0.1697439,0.07910398,0.135461,0.1267797,0.1900657,0.4288915,0.2966047,0.3370628,0.3418133,0.05811306,0.1726167,0.02461642,0.05455293,0.404745,0.6450968,0.9717416,0.5786062,0.3786047,0.3721275,0.3904073,0.3634168,0.00971411,0.04617721,0.09479945,0.03682669,0.05343363,0.06900767,0.08248697,0.1368333
11/20/22 11:02,116,0.1656444,0.1409582,0.1244782,0.1309091,0.2896466,0.3650135,0.2005614,0.2358821,0.1522391,0.1616582,0.1235217,0.1250729,0.05083281,0.1194964,0.107341,0.06252094,0.1143786,0.2337482,0.1920898,0.1902914,0.07398938,0.1411252,0.132811,0.1648516,0.3955685,0.2994129,0.3446446,0.354986,0.04795842,0.09092708,0.008837822,0.0509415,0.3970886,0.6348934,0.9995783,0.5672747,0.2899947,0.3907427,0.3322601,0.3756493,0.04110923,0.04110923,0.1045844,0.03617221,0.05362409,0.06780585,0.08504072,0.1568969
11/20/22 15:02,120,0.1808477,0.1563469,0.1455423,0.1466382,0.3132082,0.3817629,0.2059351,0.2631122,0.1547067,0.148434,0.1403114,0.1295754,0.05157396,0.1098925,0.0807108,0.05710617,0.1126387,0.225219,0.2051065,0.2039543,0.07786497,0.1494952,0.1348179,0.1794988,0.4024505,0.3136333,0.3558762,0.3879961,0.05153492,0.2896988,0.01340545,0.05366611,0.4253075,0.6521025,1.165938,0.5787475,0.3091556,0.3883488,0.2714836,0.3977683,0.009083996,0.03798429,0.0550031,0.03003618,0.05461048,0.06157784,0.08383238,0.1585862
11/20/22 19:02,124,0.2044785,0.1735863,0.1569391,0.1627973,0.3104672,0.3749144,0.2048101,0.2394032,0.169656,0.1450002,0.1209491,0.1214046,0.05399879,0.173303,0.1439078,0.06558608,0.1171908,0.2439703,0.2030731,0.2200443,0.08217872,0.144004,0.135632,0.1876078,0.4137216,0.3276184,0.3551082,0.3803493,0.05505747,0.2727039,0.01132397,0.05804934,0.2921565,0.6330146,1.17429,0.576874,0.3208784,0.4018018,0.3078473,0.3834715,0.005220179,0.06447621,0.03981663,0.02220156,0.05199642,0.05517533,0.09053159,0.1858934
11/20/22 23:02,128,0.2182817,0.1778266,0.1689246,0.1740932,0.2730422,0.4084463,0.2260868,0.2169494,0.1620523,0.1363255,0.1295201,0.1109238,0.06084171,0.09988235,0.1222576,0.05933397,0.1145108,0.2339949,0.2012608,0.2226642,0.06402434,0.1558394,0.1451555,0.1822552,0.4113556,0.3454213,0.349949,0.3643666,0.0550235,0.2593072,0.01218825,0.05947234,0.2885804,0.6446424,1.393514,0.6038272,0.3248294,0.4334437,0.2591652,0.3834125,0.02735683,0.06771409,0.0901363,0.02914948,0.04139337,0.0697281,0.09664181,0.1895874
11/21/22 3:02,132,0.2246351,0.186235,0.178455,0.182898,0.281961,0.4100548,0.2656935,0.2476722,0.1791959,0.1417325,0.166367,0.1205224,0.07719827,0.1088718,0.0801798,0.05459068,0.1107552,0.2452966,0.229373,0.2169714,0.07781082,0.1565246,0.1512468,0.2005127,0.4261967,0.3765304,0.3503154,0.3763616,0.08010188,0.2625659,0.01171547,0.06403585,0.2943213,0.6309533,1.224673,0.6200079,0.3357061,0.4564558,0.270262,0.4043247,0.08828155,0.0543483,0.05225708,0.03415879,0.02936923,0.09037193,0.09352686,0.2002696
11/21/22 7:02,136,0.2341293,0.212522,0.188497,0.1902299,0.2773263,0.4160611,0.2247734,0.2585308,0.1833194,0.1509915,0.1334113,0.1303473,0.09261986,0.1202144,0.1427496,0.06875876,0.1150378,0.2547424,0.2120012,0.2362845,0.07404981,0.1671043,0.1588614,0.1964405,0.4194958,0.378461,0.3703228,0.3785844,0.05355678,0.2856191,0.01375157,0.04928393,0.2205087,0.6025404,1.064861,0.6209916,0.3412666,0.4468183,0.2573779,0.3859175,0.03761701,0.02026309,0.1262503,0.049155,0.02088252,0.05383262,0.09775917,0.209574
11/21/22 11:02,140,0.2669836,0.2191802,0.1989945,0.2036635,0.3421658,0.2989523,0.2304622,0.2226392,0.1993966,0.1296024,0.1427207,0.08938546,0.06372537,0.1085124,0.1214217,0.06964581,0.1210494,0.2615427,0.2103615,0.2379399,0.07528338,0.1369801,0.1716727,0.2049886,0.4460345,0.3751307,0.3594397,0.4184517,0.0602322,0.09780072,0.01437026,0.06131539,0.2209096,0.6062105,1.28714,0.6377084,0.3122399,0.4765039,0.2596456,0.4166972,0.08845261,0.0724014,0.1243671,0.0281563,0.03424594,0.06084023,0.1117523,0.2787781
11/21/22 15:02,144,0.2713069,0.2258925,0.2094208,0.1990647,0.2777596,0.3227551,0.2379476,0.2308377,0.2066572,0.1447353,0.1841871,0.1101574,0.03814555,0.09799935,0.08022685,0.07437871,0.1239362,0.2987688,0.1885842,0.223029,0.06734408,0.1335115,0.1657332,0.2091102,0.4488904,0.4169573,0.3655902,0.4000748,0.05087138,0.05438855,0.01447564,0.04056552,0.2475095,0.5599097,1.41803,0.6400329,0.2760349,0.4759032,0.2533578,0.3820978,0.07860187,0.04394181,0.09375498,0.03476162,0.0473931,0.04670814,0.1063679,0.2504328
11/21/22 19:02,148,0.299014,0.2212471,0.2167943,0.2053424,0.2316116,0.3883857,0.252363,0.2237998,0.1788064,0.1575872,0.1454053,0.1180086,0.0416264,0.09123065,0.07736764,0.0571783,0.1340674,0.2460604,0.2043904,0.2711242,0.07272874,0.1412562,0.2015188,0.2454405,0.5159901,0.4197099,0.3848517,0.4075298,0.04162441,0.04162441,0.01478659,0.05719663,0.2955027,0.5609138,1.596658,0.6782315,0.3009529,0.5573005,0.2836818,0.4006024,0.09303695,0.06740046,0.05930102,0.06590911,0.04590841,0.05929622,0.1002487,0.204227
11/21/22 23:02,152,0.3002092,0.2078294,0.2139269,0.209975,0.2188513,0.3198163,0.2582401,0.2166916,0.2750533,0.1376383,0.1758728,0.1069918,0.02840084,0.09719127,0.04622376,0.07691842,0.1146244,0.2575072,0.1973252,0.1786462,0.07466382,0.1303847,0.1896587,0.2274463,0.4911247,0.4435966,0.3776132,0.4214821,0.06681833,0.06681833,0.01413961,0.06549818,0.2377226,0.596375,1.432662,0.6962268,0.2940664,0.4641402,0.2118344,0.3793374,0.05375885,0.05810816,0.0819511,0.04881752,0.06658826,0.06161419,0.08520277,0.07660928
11/22/22 3:02,156,0.2999283,0.2161888,0.2225481,0.2107265,0.2255481,0.3490779,0.2619171,0.2075935,0.2419806,0.1528364,0.1801561,0.113725,0.04896763,0.1410648,0.06329147,0.07770541,0.1197198,0.2329532,0.1836923,0.1827591,0.07132848,0.1302242,0.1966958,0.234754,0.4723817,0.4387083,0.3973332,0.4338649,0.03990554,0.03990554,0.01587996,0.06006688,0.2674718,0.6710771,1.558063,0.7175164,0.305117,0.5309219,0.2083167,0.3757718,0.05628902,0.02211009,0.05429285,0.03801792,0.06154339,0.05174978,0.1000042,0.06774814
11/22/22 7:02,160,0.3075307,0.2149371,0.2197073,0.2066971,0.2066078,0.3907903,0.2626002,0.2002786,0.2558544,0.1774058,0.1777756,0.1151595,0.05973924,0.1197948,0.05359863,0.08975498,0.1135883,0.2264824,0.1485782,0.2010658,0.06030708,0.1580332,0.1844972,0.2504132,0.5325624,0.4041572,0.4088225,0.4066295,0.02666715,0.02666715,0.01417631,0.06761069,0.2407767,0.6190723,1.198077,0.6803582,0.3328757,0.3968737,0.222298,0.3727412,0.02703018,0.01775043,0.1230252,0.02422801,0.04282801,0.1208818,0.1314892,0.1023561
11/22/22 11:02,164,0.3069002,0.1996868,0.2225335,0.2100272,0.206666,0.4111015,0.2717119,0.1908985,0.2717822,0.1847705,0.1563931,0.1220787,0.04995495,0.1078263,0.05355622,0.069246,0.1078242,0.2187036,0.1515583,0.2186302,0.06299749,0.173354,0.1975513,0.2294977,0.5677686,0.4128732,0.4241968,0.4277912,0.0290089,0.05895413,0.04148034,0.05359364,0.2249422,0.7826535,1.175886,0.7306711,0.3349143,0.3657709,0.2131949,0.3846315,0.03316562,0.05598387,0.08826645,0.05204052,0.1198207,0.1002372,0.1247138,0.04270517
